"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Label","Code","ave_house_transfers","ave_registered_vehicles","ratio_less_five_years_car_age","ave_total_jobs","category","occupation"
"1195","Armadale","24 Lambeth Av",5,"h",NA,"S","Marshall","7/11/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1196","Armadale","24 Lambeth Av",5,"h",NA,"S","Marshall","7/11/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1197","Armadale","24 Lambeth Av",5,"h",NA,"S","Marshall","7/11/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1198","Armadale","18/41 Kooyong Rd",2,"u",645000,"S","Marshall","8/10/2016",6.3,3143,3,1,1,0,NA,1960,"Stonnington City Council",-37.8596,145.0198,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1199","Armadale","18/41 Kooyong Rd",2,"u",645000,"S","Marshall","8/10/2016",6.3,3143,3,1,1,0,NA,1960,"Stonnington City Council",-37.8596,145.0198,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1200","Armadale","18/41 Kooyong Rd",2,"u",645000,"S","Marshall","8/10/2016",6.3,3143,3,1,1,0,NA,1960,"Stonnington City Council",-37.8596,145.0198,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1201","Armadale","10 William St",1,"h",1435000,"SP","Jellis","8/10/2016",6.3,3143,2,2,1,144,107,1900,"Stonnington City Council",-37.8564,145.0228,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1202","Armadale","10 William St",1,"h",1435000,"SP","Jellis","8/10/2016",6.3,3143,2,2,1,144,107,1900,"Stonnington City Council",-37.8564,145.0228,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1203","Armadale","10 William St",1,"h",1435000,"SP","Jellis","8/10/2016",6.3,3143,2,2,1,144,107,1900,"Stonnington City Council",-37.8564,145.0228,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1204","Armadale","11 Adelaide St",4,"h",NA,"SN","hockingstuart","10/09/2016",6.3,3143,3,4,2,662,292,1920,"Stonnington City Council",-37.8549,145.0276,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1205","Armadale","11 Adelaide St",4,"h",NA,"SN","hockingstuart","10/09/2016",6.3,3143,3,4,2,662,292,1920,"Stonnington City Council",-37.8549,145.0276,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1206","Armadale","11 Adelaide St",4,"h",NA,"SN","hockingstuart","10/09/2016",6.3,3143,3,4,2,662,292,1920,"Stonnington City Council",-37.8549,145.0276,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1207","Armadale","15/405 Dandenong Rd",1,"u",280000,"PI","hockingstuart","10/09/2016",6.3,3143,1,1,1,0,38,1975,"Stonnington City Council",-37.8619,145.0185,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1208","Armadale","15/405 Dandenong Rd",1,"u",280000,"PI","hockingstuart","10/09/2016",6.3,3143,1,1,1,0,38,1975,"Stonnington City Council",-37.8619,145.0185,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1209","Armadale","15/405 Dandenong Rd",1,"u",280000,"PI","hockingstuart","10/09/2016",6.3,3143,1,1,1,0,38,1975,"Stonnington City Council",-37.8619,145.0185,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1210","Armadale","1/2 Armadale St",1,"u",4e+05,"PI","hockingstuart","10/12/2016",6.3,3143,1,1,1,0,NA,NA,"Stonnington City Council",-37.8605,145.0185,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1211","Armadale","1/2 Armadale St",1,"u",4e+05,"PI","hockingstuart","10/12/2016",6.3,3143,1,1,1,0,NA,NA,"Stonnington City Council",-37.8605,145.0185,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1212","Armadale","1/2 Armadale St",1,"u",4e+05,"PI","hockingstuart","10/12/2016",6.3,3143,1,1,1,0,NA,NA,"Stonnington City Council",-37.8605,145.0185,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1213","Armadale","54 Denbigh Rd",4,"h",NA,"SP","Jellis","10/12/2016",6.3,3143,4,2,2,551,208,1890,"Stonnington City Council",-37.8566,145.0161,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1214","Armadale","54 Denbigh Rd",4,"h",NA,"SP","Jellis","10/12/2016",6.3,3143,4,2,2,551,208,1890,"Stonnington City Council",-37.8566,145.0161,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1215","Armadale","54 Denbigh Rd",4,"h",NA,"SP","Jellis","10/12/2016",6.3,3143,4,2,2,551,208,1890,"Stonnington City Council",-37.8566,145.0161,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1216","Armadale","4/20 Mercer Rd",2,"h",1780000,"S","Marshall","10/12/2016",6.3,3143,2,2,2,0,NA,NA,"Stonnington City Council",-37.8537,145.0267,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1217","Armadale","4/20 Mercer Rd",2,"h",1780000,"S","Marshall","10/12/2016",6.3,3143,2,2,2,0,NA,NA,"Stonnington City Council",-37.8537,145.0267,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1218","Armadale","4/20 Mercer Rd",2,"h",1780000,"S","Marshall","10/12/2016",6.3,3143,2,2,2,0,NA,NA,"Stonnington City Council",-37.8537,145.0267,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1219","Armadale","47 Northcote Rd",3,"h",NA,"SP","Jellis","10/12/2016",6.3,3143,3,2,0,246,204,1890,"Stonnington City Council",-37.8533,145.0169,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1220","Armadale","47 Northcote Rd",3,"h",NA,"SP","Jellis","10/12/2016",6.3,3143,3,2,0,246,204,1890,"Stonnington City Council",-37.8533,145.0169,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1221","Armadale","47 Northcote Rd",3,"h",NA,"SP","Jellis","10/12/2016",6.3,3143,3,2,0,246,204,1890,"Stonnington City Council",-37.8533,145.0169,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1222","Armadale","8/58 Sutherland Rd",2,"u",592500,"S","hockingstuart","10/12/2016",6.3,3143,2,1,1,0,73,1970,"Stonnington City Council",-37.8574,145.0174,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1223","Armadale","8/58 Sutherland Rd",2,"u",592500,"S","hockingstuart","10/12/2016",6.3,3143,2,1,1,0,73,1970,"Stonnington City Council",-37.8574,145.0174,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1224","Armadale","8/58 Sutherland Rd",2,"u",592500,"S","hockingstuart","10/12/2016",6.3,3143,2,1,1,0,73,1970,"Stonnington City Council",-37.8574,145.0174,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1225","Armadale","6A Munro St",3,"h",NA,"S","Jellis","12/11/2016",6.3,3143,3,2,1,242,143,1915,"Stonnington City Council",-37.8534,145.0185,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1226","Armadale","6A Munro St",3,"h",NA,"S","Jellis","12/11/2016",6.3,3143,3,2,1,242,143,1915,"Stonnington City Council",-37.8534,145.0185,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1227","Armadale","6A Munro St",3,"h",NA,"S","Jellis","12/11/2016",6.3,3143,3,2,1,242,143,1915,"Stonnington City Council",-37.8534,145.0185,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1228","Armadale","40 New St",2,"h",1210000,"S","Marshall","12/11/2016",6.3,3143,2,1,0,249,96,1910,"Stonnington City Council",-37.8543,145.016,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1229","Armadale","40 New St",2,"h",1210000,"S","Marshall","12/11/2016",6.3,3143,2,1,0,249,96,1910,"Stonnington City Council",-37.8543,145.016,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1230","Armadale","40 New St",2,"h",1210000,"S","Marshall","12/11/2016",6.3,3143,2,1,0,249,96,1910,"Stonnington City Council",-37.8543,145.016,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1231","Armadale","35 Northcote Rd",4,"h",2801000,"S","Marshall","12/11/2016",6.3,3143,4,2,2,624,222,1900,"Stonnington City Council",-37.8536,145.0173,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1232","Armadale","35 Northcote Rd",4,"h",2801000,"S","Marshall","12/11/2016",6.3,3143,4,2,2,624,222,1900,"Stonnington City Council",-37.8536,145.0173,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1233","Armadale","35 Northcote Rd",4,"h",2801000,"S","Marshall","12/11/2016",6.3,3143,4,2,2,624,222,1900,"Stonnington City Council",-37.8536,145.0173,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1234","Armadale","7/17 Myamyn St",3,"u",NA,"SP","Marshall","13/08/2016",6.3,3143,3,2,3,0,203,2006,"Stonnington City Council",-37.8555,145.0291,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1235","Armadale","7/17 Myamyn St",3,"u",NA,"SP","Marshall","13/08/2016",6.3,3143,3,2,3,0,203,2006,"Stonnington City Council",-37.8555,145.0291,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1236","Armadale","7/17 Myamyn St",3,"u",NA,"SP","Marshall","13/08/2016",6.3,3143,3,2,3,0,203,2006,"Stonnington City Council",-37.8555,145.0291,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1237","Armadale","595 Orrong Rd",3,"h",NA,"S","Jellis","13/08/2016",6.3,3143,2,2,2,292,146,1910,"Stonnington City Council",-37.8523,145.0116,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1238","Armadale","595 Orrong Rd",3,"h",NA,"S","Jellis","13/08/2016",6.3,3143,2,2,2,292,146,1910,"Stonnington City Council",-37.8523,145.0116,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1239","Armadale","595 Orrong Rd",3,"h",NA,"S","Jellis","13/08/2016",6.3,3143,2,2,2,292,146,1910,"Stonnington City Council",-37.8523,145.0116,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1240","Armadale","3 Wattletree Rd",3,"h",NA,"SN","Gary","14/05/2016",6.3,3143,3,2,1,482,182,1930,"Stonnington City Council",-37.8606,145.0157,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1241","Armadale","3 Wattletree Rd",3,"h",NA,"SN","Gary","14/05/2016",6.3,3143,3,2,1,482,182,1930,"Stonnington City Council",-37.8606,145.0157,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1242","Armadale","3 Wattletree Rd",3,"h",NA,"SN","Gary","14/05/2016",6.3,3143,3,2,1,482,182,1930,"Stonnington City Council",-37.8606,145.0157,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1243","Armadale","7/53 Wattletree Rd",1,"u",390000,"S","Jellis","14/05/2016",6.3,3143,1,1,0,881,NA,NA,"Stonnington City Council",-37.8614,145.0222,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1244","Armadale","7/53 Wattletree Rd",1,"u",390000,"S","Jellis","14/05/2016",6.3,3143,1,1,0,881,NA,NA,"Stonnington City Council",-37.8614,145.0222,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1245","Armadale","7/53 Wattletree Rd",1,"u",390000,"S","Jellis","14/05/2016",6.3,3143,1,1,0,881,NA,NA,"Stonnington City Council",-37.8614,145.0222,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1246","Armadale","2b Denbigh Rd",3,"h",NA,"S","Jellis","15/10/2016",6.3,3143,3,2,1,228,111,1915,"Stonnington City Council",-37.8603,145.0155,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1247","Armadale","2b Denbigh Rd",3,"h",NA,"S","Jellis","15/10/2016",6.3,3143,3,2,1,228,111,1915,"Stonnington City Council",-37.8603,145.0155,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1248","Armadale","2b Denbigh Rd",3,"h",NA,"S","Jellis","15/10/2016",6.3,3143,3,2,1,228,111,1915,"Stonnington City Council",-37.8603,145.0155,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1249","Armadale","791 High St",3,"h",1800000,"PI","RT","15/10/2016",6.3,3143,3,2,2,405,121,1910,"Stonnington City Council",-37.8545,145.0145,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1250","Armadale","791 High St",3,"h",1800000,"PI","RT","15/10/2016",6.3,3143,3,2,2,405,121,1910,"Stonnington City Council",-37.8545,145.0145,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1251","Armadale","791 High St",3,"h",1800000,"PI","RT","15/10/2016",6.3,3143,3,2,2,405,121,1910,"Stonnington City Council",-37.8545,145.0145,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1252","Armadale","22 Lambeth Av",4,"h",NA,"SN","hockingstuart","15/10/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1253","Armadale","22 Lambeth Av",4,"h",NA,"SN","hockingstuart","15/10/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1254","Armadale","22 Lambeth Av",4,"h",NA,"SN","hockingstuart","15/10/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1255","Armadale","25 Llaneast St",4,"h",2200000,"PI","Jellis","15/10/2016",6.3,3143,4,1,2,495,163,1900,"Stonnington City Council",-37.8613,145.0264,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1256","Armadale","25 Llaneast St",4,"h",2200000,"PI","Jellis","15/10/2016",6.3,3143,4,1,2,495,163,1900,"Stonnington City Council",-37.8613,145.0264,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1257","Armadale","25 Llaneast St",4,"h",2200000,"PI","Jellis","15/10/2016",6.3,3143,4,1,2,495,163,1900,"Stonnington City Council",-37.8613,145.0264,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1258","Armadale","5 Alleyne Av",4,"h",NA,"S","Jellis","16/04/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1259","Armadale","5 Alleyne Av",4,"h",NA,"S","Jellis","16/04/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1260","Armadale","5 Alleyne Av",4,"h",NA,"S","Jellis","16/04/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1261","Armadale","8/569 Orrong Rd",1,"u",324000,"S","Jellis","16/04/2016",6.3,3143,1,1,1,0,NA,NA,"Stonnington City Council",-37.8537,145.0114,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1262","Armadale","8/569 Orrong Rd",1,"u",324000,"S","Jellis","16/04/2016",6.3,3143,1,1,1,0,NA,NA,"Stonnington City Council",-37.8537,145.0114,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1263","Armadale","8/569 Orrong Rd",1,"u",324000,"S","Jellis","16/04/2016",6.3,3143,1,1,1,0,NA,NA,"Stonnington City Council",-37.8537,145.0114,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1264","Armadale","19 Sutherland Rd",3,"h",NA,"S","Marshall","16/04/2016",6.3,3143,3,1,2,451,NA,NA,"Stonnington City Council",-37.8593,145.0167,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1265","Armadale","19 Sutherland Rd",3,"h",NA,"S","Marshall","16/04/2016",6.3,3143,3,1,2,451,NA,NA,"Stonnington City Council",-37.8593,145.0167,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1266","Armadale","19 Sutherland Rd",3,"h",NA,"S","Marshall","16/04/2016",6.3,3143,3,1,2,451,NA,NA,"Stonnington City Council",-37.8593,145.0167,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1267","Armadale","17/579 Dandenong Rd",2,"u",NA,"S","hockingstuart","16/07/2016",6.3,3143,2,1,1,0,80,1966,"Stonnington City Council",-37.8646,145.0247,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1268","Armadale","17/579 Dandenong Rd",2,"u",NA,"S","hockingstuart","16/07/2016",6.3,3143,2,1,1,0,80,1966,"Stonnington City Council",-37.8646,145.0247,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1269","Armadale","17/579 Dandenong Rd",2,"u",NA,"S","hockingstuart","16/07/2016",6.3,3143,2,1,1,0,80,1966,"Stonnington City Council",-37.8646,145.0247,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1270","Armadale","11/26 Gladstone Av",2,"u",NA,"S","hockingstuart","16/07/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1271","Armadale","11/26 Gladstone Av",2,"u",NA,"S","hockingstuart","16/07/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1272","Armadale","11/26 Gladstone Av",2,"u",NA,"S","hockingstuart","16/07/2016",6.3,3143,NA,NA,NA,NA,NA,NA,"Stonnington City Council",NA,NA,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1273","Armadale","2/1 Munro St",3,"u",NA,"SP","Marshall","16/07/2016",6.3,3143,3,1,4,0,NA,NA,"Stonnington City Council",-37.853,145.0181,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1274","Armadale","2/1 Munro St",3,"u",NA,"SP","Marshall","16/07/2016",6.3,3143,3,1,4,0,NA,NA,"Stonnington City Council",-37.853,145.0181,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1275","Armadale","2/1 Munro St",3,"u",NA,"SP","Marshall","16/07/2016",6.3,3143,3,1,4,0,NA,NA,"Stonnington City Council",-37.853,145.0181,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1276","Armadale","1 Cambridge St",2,"h",NA,"S","Jellis","17/09/2016",6.3,3143,3,1,2,230,NA,1888,"Stonnington City Council",-37.8593,145.017,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1277","Armadale","1 Cambridge St",2,"h",NA,"S","Jellis","17/09/2016",6.3,3143,3,1,2,230,NA,1888,"Stonnington City Council",-37.8593,145.017,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1278","Armadale","1 Cambridge St",2,"h",NA,"S","Jellis","17/09/2016",6.3,3143,3,1,2,230,NA,1888,"Stonnington City Council",-37.8593,145.017,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1279","Armadale","367 Dandenong Rd",6,"h",5525000,"S","Marshall","17/09/2016",6.3,3143,5,3,4,1491,516,1935,"Stonnington City Council",-37.8602,145.013,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1280","Armadale","367 Dandenong Rd",6,"h",5525000,"S","Marshall","17/09/2016",6.3,3143,5,3,4,1491,516,1935,"Stonnington City Council",-37.8602,145.013,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1281","Armadale","367 Dandenong Rd",6,"h",5525000,"S","Marshall","17/09/2016",6.3,3143,5,3,4,1491,516,1935,"Stonnington City Council",-37.8602,145.013,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1282","Armadale","10 Egerton Rd",4,"h",NA,"S","Jellis","17/09/2016",6.3,3143,2,2,2,449,232,1900,"Stonnington City Council",-37.8628,145.0226,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.38,92896.3333333333,"professional, scientific and technical services","Professionals "
"1283","Armadale","10 Egerton Rd",4,"h",NA,"S","Jellis","17/09/2016",6.3,3143,2,2,2,449,232,1900,"Stonnington City Council",-37.8628,145.0226,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
"1284","Armadale","10 Egerton Rd",4,"h",NA,"S","Jellis","17/09/2016",6.3,3143,2,2,2,449,232,1900,"Stonnington City Council",-37.8628,145.0226,"Southern Metropolitan",4836,"Stonnington","26350",870.666666666667,67031.3333333333,0.39,92896.3333333333,"professional, scientific and technical services","Professionals "
